substance_id	substance_name	num_of_patient_ts	num_of_drug
1333	Taraxici Herba Cum Radice	0	1
1334	Taurine, Glycine, L-Tryptophan, L-Arginine, L-Histidine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, Cysteine Hydrochloride Monohydrate, L-Aspartic Acid, L-Phenylalanine, Lysine Monohydrate, L-Glutamic Acid, L-Alanine	0	1
1335	Technetium (99mtc) Sestamibi	0	1
1336	Teicoplanin	0	1
1337	Telmisartan	0	24
1338	Terazosin	0	2
1339	Terazosin Hydrochloride Dihydrate	0	3
1340	Terbinafine Hydrochloride	0	1
1341	Terbutaline Sulfate	0	2
1342	Teriflunomide	0	10
1344	Terizidone	0	1
1345	Terlipressin	0	3
1346	Terlipressin Acetate	0	1
1347	Testosterone	0	4
1348	Testosterone Enantate	0	1
1350	Tetanus Toxoid, Haemophilus Type B Conjugate Vaccine (Tetanus Toxoid Conjugate)	0	1
1351	Tetrabenazine	0	4
1352	Tetracycline	0	1
1353	Tetracycline Hydrochloride	0	1
1355	Tetryzoline Hydrochloride	0	2
1356	Thalidomide	0	2
1357	Theophylline	0	1
1358	Theophylline Sodium Acetate	0	1
1359	Thiamazole	0	2
1361	Thiamine Hydrochloride, Ascorbic Acid, Nicotinamide, Riboflavin, Glucose Monohydrate, Pyridoxine Hydrochloride	0	1
1362	Thiamine Hydrochloride, Cyanocobalamin, Pyridoxine Hydrochloride	0	4
1363	Thiamine Hydrochloride, Pyridoxine Hydrochloride	0	2
1364	Thiocolchicoside	0	2
1365	Thioctic Acid	0	9
1366	Thiopental Sodium	0	1
1367	Thiopental Sodium And Sodium Carbonate	0	3
1368	Thioridazine Hydrochloride	0	1
1369	Thiotepa	0	11
1370	Thiram	0	1
1371	Thryallis Glauca D4, Luffa Operculata D6, Schoenocaulon Officinale D4, Cardiospermum Halicacabum D4	0	1
1372	Thuja Occidentalis Dil. D12, Thuja Occidentalis Dil. D1000, Thuja Occidentalis Dil. D30, Thuja Occidentalis Dil. D200	0	1
1373	Thyme	0	2
1374	Thyme Oil	0	1
1375	Tianeptine Sodium	0	1
1376	Tiapride Hydrochloride	0	3
1378	Tibolone	0	4
1379	Ticagrelor	0	10
1380	Ticlopidine Hydrochloride	0	2
1381	Timolol Maleate, Bimatoprost	0	6
1382	Timolol Maleate, Brimonidine Tartrate	0	3
1384	Timolol Maleate, Latanoprost	0	5
1385	Timolol Maleate, Tafluprost	0	1
1386	Timolol, Bimatoprost	0	6
1388	Timolol, Tafluprost	0	1
1389	Tiotropium Bromide	0	4
1390	Tiotropium Bromide Monohydrate	0	1
1391	Tirofiban Hydrochloride Monohydrate	0	2
1392	Tizanidine	0	2
1393	Tizanidine Hydrochloride	0	1
1394	Tobramycin	0	1
1395	Tolterodine Tartrate	0	5
1396	Topotecan	0	2
1397	Tramadol Hydrochloride	0	1
1398	Tramadol Hydrochloride, Paracetamol	0	1
1399	Trandolapril	0	1
1400	Tranexamic Acid	0	6
1403	Triamcinolone Acetonide, Salicylic Acid	0	1
1405	Trifarotene	0	3
1406	Trimebutine	0	2
1407	Trimebutine Maleate, Medazepam	0	1
1409	Triptorelin Acetate	0	1
1410	Triticum Aestivum (779)	0	1
1411	Triticum Aestivum, Phleum Pratense, Holcus Lanatus, Aluminium Hydroxide, Dactylis Glomerata, Festuca Pratensis, Lolium Perenne, Poa Pratensis, Secale Cereale, Oat, Hordeum Vulgare	0	1
1412	Trospium Chloride	0	1
1413	Turnera Diffusa Dil D4	0	2
1414	Tyrothricin	0	1
1415	Ulipristal Acetate	0	2
1417	Unsaturated Fatty Acids (C18 : 2)	0	2
1419	Ursodeoxycholic Acid	0	4
1421	Valeriana ├α, Aether Sulfuricus D1, Camphora Dil. D2, Cactus Dil. D2, Crataegus Dil. D2	0	1
1423	Valine, Alanine, Arginine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Aspartic Acid, Glutamic Acid, Glycine, Histidine Hydrochloride Monohydrate, Sodium Dihydrogen Phosphate Dihydrate, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Zinc Acetate Dihydrate, Sodium Chloride, Sodium Hydroxide, Calcium Chloride Dihydrate, Glucose Monohydrate, Lysine Hydrochloride, Magnesium Acetate Tetrahydrate, Potassium Acetate, Sodium Acetate Trihydrate	0	5
1424	Valproate Semisodium	0	2
1425	Valproic Acid	0	1
1427	Valsartan	0	3
1428	Valsartan, Amlodipine	0	2
1430	Vancomycin Hydrochloride	0	1
1432	Varenicline Tartrate	0	1
1434	Venlafaxine	0	3
1435	Verapamil Hydrochloride	0	1
1436	Vernakalant Hydrochloride	0	1
1437	Vespula Spp. (802)	0	1
1438	Vildagliptin	0	2
1439	Vitex Agnus-Castus Fruit Dry Extract (7 - 13 : 1), Extraction Solvent Ethanol 60%	0	2
1440	Voretigene Neparvovec	0	1
1441	Vortioxetine	0	1
1443	Water For Injection	0	9
1444	Willow Bark, Thyme, Sambucus Nigra Flower	0	1
1445	Xibornol	0	1
1447	Xylometazoline Hydrochloride, Ipratropium Bromide	0	1
1448	Zanamivir	0	1
1449	Zanubrutinib	0	1
1450	Zea Mays	0	1
1451	Zinc Sulphate Monohydrate	0	1
1452	Zinc Sulphate, Lidocaine Hydrochloride	0	1
1453	Zinc, Chromium, Cobalt, Copper, Iron, Magnesium, Manganese, Selenium, Molybdenum, Fluoride, Boron, Vanadium	0	1
1454	Zincum Metallicum Dil. D10, Phosphorus Dil. D8, Cortisonum Aceticum Dil. D13, Lytta Vesicatoria Dil. D8, Panax Ginseng D4, Acidum Ascorbicum D6, Conium Maculatum D28, Cor Suis D8, Caladium Seguinum D6, Diencephalon Suis D10, Embryo Totalis Suis D8, Ferrum Phosphoricum D10, Glandula Suprarenalis Suis D13, Kalium Picrinicum D6, Lycopodium Clavatum D28, Manganum Phosphoricum D8, Selenium D10, Testis Suis D4, Turnera Diffusa D8, Vitex Agnus-Castus D6, Magnesium Phosphoricum Dil. D10	0	1
1456	Zoledronic Acid	0	1
1457	Zoledronic Acid Monohydrate	0	7
