dept_name	shift_id	subclass	                                                       required_staff
Orthopedics	634	Doctor with specialty: Cardiology	1
Orthopedics	634	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	634	Doctor with specialty: Rheumatology	1
Orthopedics	634	Nurse with rank: Senior_Nurse	3
Orthopedics	634	Nurse with rank: Supervisor_Nurse	3
Orthopedics	635	Administrative staff with role: Accountant	1
Orthopedics	635	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	635	Doctor with specialty: Orthopedics	1
Orthopedics	635	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	635	Doctor with specialty: Rheumatology	1
Orthopedics	635	Nurse with rank: Assistant_Nurse	1
Orthopedics	635	Nurse with rank: Senior_Nurse	1
Orthopedics	635	Nurse with rank: Supervisor_Nurse	4
OB/GYN	636	Administrative staff with role: Accountant	1
OB/GYN	636	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	636	Doctor with specialty: Neurosurgery	1
OB/GYN	636	Nurse with rank: Assistant_Nurse	2
OB/GYN	636	Nurse with rank: Senior_Nurse	3
OB/GYN	636	Nurse with rank: Supervisor_Nurse	1
OB/GYN	637	Administrative staff with role: Accountant	1
OB/GYN	637	Administrative staff with role: Secretary	1
OB/GYN	637	Doctor with specialty: Neurosurgery	1
OB/GYN	637	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	2
OB/GYN	637	Nurse with rank: Assistant_Nurse	2
OB/GYN	637	Nurse with rank: Senior_Nurse	1
OB/GYN	637	Nurse with rank: Supervisor_Nurse	3
OB/GYN	638	Administrative staff with role: Accountant	1
OB/GYN	638	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	638	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	638	Nurse with rank: Assistant_Nurse	1
OB/GYN	638	Nurse with rank: Senior_Nurse	3
OB/GYN	638	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	639	Administrative staff with role: Procurement Officer	1
Anesthesiology	639	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	639	Nurse with rank: Assistant_Nurse	2
Anesthesiology	639	Nurse with rank: Senior_Nurse	2
Anesthesiology	639	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	640	Administrative staff with role: Procurement Officer	1
Anesthesiology	640	Administrative staff with role: Secretary	1
Anesthesiology	640	Doctor with specialty: Anesthesiology	2
Anesthesiology	640	Doctor with specialty: Ophthalmology	1
Anesthesiology	640	Nurse with rank: Assistant_Nurse	1
Anesthesiology	640	Nurse with rank: Senior_Nurse	3
Anesthesiology	640	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	641	Administrative staff with role: Human Resources Manager	1
Anesthesiology	641	Administrative staff with role: Secretary	1
Anesthesiology	641	Doctor with specialty: Anesthesiology	2
Anesthesiology	641	Doctor with specialty: Ophthalmology	1
Anesthesiology	641	Nurse with rank: Assistant_Nurse	4
Anesthesiology	641	Nurse with rank: Senior_Nurse	2
Psychiatry	642	Administrative staff with role: Human Resources Manager	1
Psychiatry	642	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Psychiatry	642	Doctor with specialty: Psychiatry	1
Psychiatry	642	Nurse with rank: Assistant_Nurse	1
Psychiatry	642	Nurse with rank: Senior_Nurse	2
Psychiatry	642	Nurse with rank: Supervisor_Nurse	3
Psychiatry	643	Administrative staff with role: Accountant	1
Psychiatry	643	Administrative staff with role: Procurement Officer	1
Psychiatry	643	Doctor with specialty: Psychiatry	3
Psychiatry	643	Nurse with rank: Assistant_Nurse	2
Psychiatry	643	Nurse with rank: Senior_Nurse	2
Psychiatry	643	Nurse with rank: Supervisor_Nurse	2
Psychiatry	644	Administrative staff with role: Software Applications Administrator (Software)	2
Psychiatry	644	Doctor with specialty: Cardiac Surgery	1
Psychiatry	644	Doctor with specialty: Psychiatry	2
Psychiatry	644	Nurse with rank: Assistant_Nurse	2
Psychiatry	644	Nurse with rank: Senior_Nurse	3
Psychiatry	644	Nurse with rank: Supervisor_Nurse	1
Pulmonology	645	Administrative staff with role: Human Resources Manager	1
Pulmonology	645	Administrative staff with role: Procurement Officer	1
Pulmonology	645	Doctor with specialty: Oncology	1
Pulmonology	645	Nurse with rank: Assistant_Nurse	3
Pulmonology	645	Nurse with rank: Senior_Nurse	2
Pulmonology	645	Nurse with rank: Supervisor_Nurse	1
Pulmonology	646	Administrative staff with role: Procurement Officer	1
Pulmonology	646	Administrative staff with role: Secretary	1
Pulmonology	646	Doctor with specialty: Oncology	1
Pulmonology	646	Doctor with specialty: Pulmonology	2
Pulmonology	646	Nurse with rank: Assistant_Nurse	4
Pulmonology	646	Nurse with rank: Senior_Nurse	1
Pulmonology	646	Nurse with rank: Supervisor_Nurse	1
Pulmonology	647	Administrative staff with role: Software Applications Administrator (Software)	2
Pulmonology	647	Doctor with specialty: Oncology	1
Pulmonology	647	Doctor with specialty: Pathology	1
Pulmonology	647	Doctor with specialty: Pulmonology	1
Pulmonology	647	Nurse with rank: Assistant_Nurse	3
Pulmonology	647	Nurse with rank: Senior_Nurse	1
Pulmonology	647	Nurse with rank: Supervisor_Nurse	2
Biopathology	648	Administrative staff with role: Procurement Officer	1
Biopathology	648	Administrative staff with role: Software Applications Administrator (Software)	1
Biopathology	648	Doctor with specialty: Microbiology	1
Biopathology	648	Doctor with specialty: Pathology	1
Biopathology	648	Doctor with specialty: Radiology	1
Biopathology	648	Nurse with rank: Senior_Nurse	3
Biopathology	648	Nurse with rank: Supervisor_Nurse	3
Biopathology	649	Administrative staff with role: Procurement Officer	1
Biopathology	649	Administrative staff with role: Software Applications Administrator (Software)	1
Biopathology	649	Doctor with specialty: Pathology	1
Biopathology	649	Doctor with specialty: Radiology	2
Biopathology	649	Nurse with rank: Assistant_Nurse	1
Biopathology	649	Nurse with rank: Senior_Nurse	3
Biopathology	649	Nurse with rank: Supervisor_Nurse	2
Biopathology	650	Administrative staff with role: Human Resources Manager	1
Biopathology	650	Administrative staff with role: Procurement Officer	1
Biopathology	650	Doctor with specialty: Biopathology	1
Biopathology	650	Doctor with specialty: Microbiology	1
Biopathology	650	Doctor with specialty: Neurosurgery	1
Biopathology	650	Nurse with rank: Assistant_Nurse	3
Biopathology	650	Nurse with rank: Senior_Nurse	1
Biopathology	650	Nurse with rank: Supervisor_Nurse	2
Endocrinology	651	Administrative staff with role: Accountant	1
Endocrinology	651	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	651	Doctor with specialty: Gastroenterology	1
Endocrinology	651	Nurse with rank: Assistant_Nurse	2
Endocrinology	651	Nurse with rank: Senior_Nurse	2
Endocrinology	651	Nurse with rank: Supervisor_Nurse	2
Endocrinology	652	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	652	Administrative staff with role: Procurement Officer	1
Endocrinology	652	Doctor with specialty: Endocrinology	2
Endocrinology	652	Doctor with specialty: Gastroenterology	1
Endocrinology	652	Nurse with rank: Assistant_Nurse	3
Endocrinology	652	Nurse with rank: Senior_Nurse	1
Endocrinology	652	Nurse with rank: Supervisor_Nurse	2
Endocrinology	653	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	653	Administrative staff with role: Procurement Officer	1
Endocrinology	653	Doctor with specialty: Endocrinology	2
Endocrinology	653	Doctor with specialty: Internal Medicine	1
Endocrinology	653	Nurse with rank: Senior_Nurse	3
Endocrinology	653	Nurse with rank: Supervisor_Nurse	3
Internal Medicine	654	Administrative staff with role: Accountant	1
Internal Medicine	654	Administrative staff with role: Human Resources Manager	1
Internal Medicine	654	Doctor with specialty: Dermatology	1
Internal Medicine	654	Doctor with specialty: Gastroenterology	2
Internal Medicine	654	Nurse with rank: Assistant_Nurse	1
Internal Medicine	654	Nurse with rank: Senior_Nurse	3
Internal Medicine	654	Nurse with rank: Supervisor_Nurse	2
Internal Medicine	655	Administrative staff with role: Human Resources Manager	1
Internal Medicine	655	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Internal Medicine	655	Doctor with specialty: Gastroenterology	2
Internal Medicine	655	Doctor with specialty: Rheumatology	1
Internal Medicine	655	Nurse with rank: Assistant_Nurse	3
Internal Medicine	655	Nurse with rank: Senior_Nurse	2
Internal Medicine	655	Nurse with rank: Supervisor_Nurse	1
Internal Medicine	656	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Internal Medicine	656	Administrative staff with role: Secretary	1
Internal Medicine	656	Doctor with specialty: Gastroenterology	2
Internal Medicine	656	Doctor with specialty: Rheumatology	1
Internal Medicine	656	Nurse with rank: Assistant_Nurse	4
Internal Medicine	656	Nurse with rank: Senior_Nurse	2
Pediatrics	657	Administrative staff with role: Accountant	1
Pediatrics	657	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Pediatrics	657	Doctor with specialty: Pediatrics	1
Pediatrics	657	Nurse with rank: Assistant_Nurse	3
Pediatrics	657	Nurse with rank: Senior_Nurse	1
Pediatrics	657	Nurse with rank: Supervisor_Nurse	2
Pediatrics	658	Administrative staff with role: Human Resources Manager	1
Pediatrics	658	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Pediatrics	658	Doctor with specialty: Pediatrics	3
Pediatrics	658	Nurse with rank: Assistant_Nurse	3
Pediatrics	658	Nurse with rank: Senior_Nurse	2
Pediatrics	658	Nurse with rank: Supervisor_Nurse	1
Pediatrics	659	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Pediatrics	659	Administrative staff with role: Procurement Officer	1
Pediatrics	659	Doctor with specialty: Cardiac Surgery	1
Pediatrics	659	Doctor with specialty: Pediatrics	2
Pediatrics	659	Nurse with rank: Assistant_Nurse	1
Pediatrics	659	Nurse with rank: Senior_Nurse	1
Pediatrics	659	Nurse with rank: Supervisor_Nurse	4
Gastroenterology	660	Administrative staff with role: Accountant	1
Gastroenterology	660	Administrative staff with role: Secretary	1
Gastroenterology	660	Doctor with specialty: General Surgery	1
Gastroenterology	660	Nurse with rank: Assistant_Nurse	2
Gastroenterology	660	Nurse with rank: Senior_Nurse	2
Gastroenterology	660	Nurse with rank: Supervisor_Nurse	2
Gastroenterology	661	Administrative staff with role: Accountant	1
Gastroenterology	661	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Gastroenterology	661	Doctor with specialty: General Surgery	1
Gastroenterology	661	Doctor with specialty: Internal Medicine	2
Gastroenterology	661	Nurse with rank: Senior_Nurse	1
Gastroenterology	661	Nurse with rank: Supervisor_Nurse	5
Gastroenterology	662	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Gastroenterology	662	Administrative staff with role: Software Applications Administrator (Software)	1
Gastroenterology	662	Doctor with specialty: Gastroenterology	1
Gastroenterology	662	Doctor with specialty: General Surgery	2
Gastroenterology	662	Nurse with rank: Assistant_Nurse	2
Gastroenterology	662	Nurse with rank: Senior_Nurse	3
Gastroenterology	662	Nurse with rank: Supervisor_Nurse	1
Cardiology	663	Administrative staff with role: Human Resources Manager	2
Cardiology	663	Doctor with specialty: Cardiac Surgery	1
Cardiology	663	Doctor with specialty: Cardiology	1
Cardiology	663	Doctor with specialty: Vascular Surgery	1
Cardiology	663	Nurse with rank: Senior_Nurse	2
Cardiology	663	Nurse with rank: Supervisor_Nurse	4
Cardiology	664	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Cardiology	664	Administrative staff with role: Secretary	1
Cardiology	664	Doctor with specialty: Cardiac Surgery	2
Cardiology	664	Doctor with specialty: Cardiology	1
Cardiology	664	Nurse with rank: Senior_Nurse	2
Cardiology	664	Nurse with rank: Supervisor_Nurse	4
Cardiology	665	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Cardiology	665	Administrative staff with role: Procurement Officer	1
Cardiology	665	Doctor with specialty: Cardiac Surgery	2
Cardiology	665	Doctor with specialty: Cardiology	1
Cardiology	665	Nurse with rank: Assistant_Nurse	1
Cardiology	665	Nurse with rank: Senior_Nurse	2
Cardiology	665	Nurse with rank: Supervisor_Nurse	3
Surgical Department	666	Administrative staff with role: Procurement Officer	1
Surgical Department	666	Administrative staff with role: Secretary	1
Surgical Department	666	Doctor with specialty: Neurosurgery	1
Surgical Department	666	Doctor with specialty: Plastic Surgery	1
Surgical Department	666	Doctor with specialty: Urology	1
Surgical Department	666	Nurse with rank: Senior_Nurse	2
Surgical Department	666	Nurse with rank: Supervisor_Nurse	4
Surgical Department	667	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Surgical Department	667	Administrative staff with role: Procurement Officer	1
Surgical Department	667	Doctor with specialty: General Surgery	1
Surgical Department	667	Doctor with specialty: Nephrology	1
Surgical Department	667	Doctor with specialty: Neurosurgery	1
Surgical Department	667	Nurse with rank: Assistant_Nurse	2
Surgical Department	667	Nurse with rank: Senior_Nurse	3
Surgical Department	667	Nurse with rank: Supervisor_Nurse	1
Surgical Department	668	Administrative staff with role: Accountant	1
Surgical Department	668	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Surgical Department	668	Doctor with specialty: Cardiac Surgery	1
Surgical Department	668	Doctor with specialty: General Surgery	1
Surgical Department	668	Doctor with specialty: Urology	1
Surgical Department	668	Nurse with rank: Assistant_Nurse	1
Surgical Department	668	Nurse with rank: Senior_Nurse	3
Surgical Department	668	Nurse with rank: Supervisor_Nurse	2
Neurology	669	Administrative staff with role: Human Resources Manager	1
Neurology	669	Administrative staff with role: Procurement Officer	1
Neurology	669	Doctor with specialty: Neurology	2
Neurology	669	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	669	Nurse with rank: Assistant_Nurse	2
Neurology	669	Nurse with rank: Senior_Nurse	2
Neurology	669	Nurse with rank: Supervisor_Nurse	2
Neurology	670	Administrative staff with role: Software Applications Administrator (Software)	2
Neurology	670	Doctor with specialty: Neurology	2
Neurology	670	Doctor with specialty: Physical Medicine & Rehabilitation	1
Neurology	670	Nurse with rank: Assistant_Nurse	2
Neurology	670	Nurse with rank: Senior_Nurse	3
Neurology	670	Nurse with rank: Supervisor_Nurse	1
Neurology	671	Administrative staff with role: Human Resources Manager	2
Neurology	671	Doctor with specialty: Physical Medicine & Rehabilitation	3
Neurology	671	Nurse with rank: Assistant_Nurse	1
Neurology	671	Nurse with rank: Senior_Nurse	2
Neurology	671	Nurse with rank: Supervisor_Nurse	3
Emergency Department	672	Administrative staff with role: Procurement Officer	2
Emergency Department	672	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
Emergency Department	672	Nurse with rank: Assistant_Nurse	3
Emergency Department	672	Nurse with rank: Senior_Nurse	1
Emergency Department	672	Nurse with rank: Supervisor_Nurse	2
Emergency Department	673	Administrative staff with role: Human Resources Manager	1
Emergency Department	673	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	673	Doctor with specialty: Orthopedics	3
Emergency Department	673	Nurse with rank: Assistant_Nurse	4
Emergency Department	673	Nurse with rank: Senior_Nurse	1
Emergency Department	673	Nurse with rank: Supervisor_Nurse	1
Emergency Department	674	Administrative staff with role: Human Resources Manager	1
Emergency Department	674	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Emergency Department	674	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
Emergency Department	674	Doctor with specialty: Orthopedics	2
Emergency Department	674	Nurse with rank: Assistant_Nurse	3
Emergency Department	674	Nurse with rank: Senior_Nurse	2
Emergency Department	674	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	675	Administrative staff with role: Secretary	2
ICU (Intensive Care Unit)	675	Nurse with rank: Assistant_Nurse	4
ICU (Intensive Care Unit)	675	Nurse with rank: Senior_Nurse	1
ICU (Intensive Care Unit)	675	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	676	Administrative staff with role: Secretary	2
ICU (Intensive Care Unit)	676	Doctor with specialty: Cardiology	1
ICU (Intensive Care Unit)	676	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	676	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	676	Nurse with rank: Assistant_Nurse	3
ICU (Intensive Care Unit)	676	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	676	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	677	Administrative staff with role: Accountant	1
ICU (Intensive Care Unit)	677	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	677	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	677	Doctor with specialty: Pulmonology	2
ICU (Intensive Care Unit)	677	Nurse with rank: Assistant_Nurse	2
ICU (Intensive Care Unit)	677	Nurse with rank: Supervisor_Nurse	4
Orthopedics	678	Administrative staff with role: Procurement Officer	1
Orthopedics	678	Administrative staff with role: Secretary	1
Orthopedics	678	Doctor with specialty: Rheumatology	1
Orthopedics	678	Nurse with rank: Assistant_Nurse	3
Orthopedics	678	Nurse with rank: Senior_Nurse	2
Orthopedics	678	Nurse with rank: Supervisor_Nurse	1
Orthopedics	679	Administrative staff with role: Human Resources Manager	1
Orthopedics	679	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	679	Doctor with specialty: Physical Medicine & Rehabilitation	2
Orthopedics	679	Doctor with specialty: Rheumatology	1
Orthopedics	679	Nurse with rank: Assistant_Nurse	2
Orthopedics	679	Nurse with rank: Senior_Nurse	2
Orthopedics	679	Nurse with rank: Supervisor_Nurse	2
Orthopedics	680	Administrative staff with role: Secretary	1
Orthopedics	680	Administrative staff with role: Software Applications Administrator (Software)	1
Orthopedics	680	Doctor with specialty: Orthopedics	1
Orthopedics	680	Doctor with specialty: Rheumatology	2
Orthopedics	680	Nurse with rank: Assistant_Nurse	2
Orthopedics	680	Nurse with rank: Senior_Nurse	1
Orthopedics	680	Nurse with rank: Supervisor_Nurse	3
OB/GYN	681	Administrative staff with role: Accountant	1
OB/GYN	681	Administrative staff with role: Procurement Officer	1
OB/GYN	681	Nurse with rank: Assistant_Nurse	2
OB/GYN	681	Nurse with rank: Senior_Nurse	2
OB/GYN	681	Nurse with rank: Supervisor_Nurse	2
OB/GYN	682	Administrative staff with role: Accountant	1
OB/GYN	682	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	682	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	682	Nurse with rank: Assistant_Nurse	2
OB/GYN	682	Nurse with rank: Senior_Nurse	4
OB/GYN	683	Administrative staff with role: Accountant	1
OB/GYN	683	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	683	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	683	Nurse with rank: Assistant_Nurse	2
OB/GYN	683	Nurse with rank: Senior_Nurse	2
OB/GYN	683	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	684	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Anesthesiology	684	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	684	Nurse with rank: Assistant_Nurse	3
Anesthesiology	684	Nurse with rank: Senior_Nurse	1
Anesthesiology	684	Nurse with rank: Supervisor_Nurse	2
Anesthesiology	685	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Anesthesiology	685	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	685	Doctor with specialty: Anesthesiology	2
Anesthesiology	685	Doctor with specialty: Ophthalmology	1
Anesthesiology	685	Nurse with rank: Assistant_Nurse	1
Anesthesiology	685	Nurse with rank: Senior_Nurse	4
Anesthesiology	685	Nurse with rank: Supervisor_Nurse	1
Anesthesiology	686	Administrative staff with role: Accountant	1
Anesthesiology	686	Administrative staff with role: Procurement Officer	1
Anesthesiology	686	Doctor with specialty: Anesthesiology	2
Anesthesiology	686	Doctor with specialty: Ophthalmology	1
Anesthesiology	686	Nurse with rank: Assistant_Nurse	2
Anesthesiology	686	Nurse with rank: Senior_Nurse	2
Anesthesiology	686	Nurse with rank: Supervisor_Nurse	2
Psychiatry	687	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Psychiatry	687	Administrative staff with role: Procurement Officer	1
Psychiatry	687	Doctor with specialty: Psychiatry	1
Psychiatry	687	Nurse with rank: Assistant_Nurse	2
Psychiatry	687	Nurse with rank: Senior_Nurse	1
Psychiatry	687	Nurse with rank: Supervisor_Nurse	3
Psychiatry	688	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Psychiatry	688	Administrative staff with role: Procurement Officer	1
Psychiatry	688	Doctor with specialty: Cardiac Surgery	1
Psychiatry	688	Doctor with specialty: Psychiatry	2
Psychiatry	688	Nurse with rank: Assistant_Nurse	1
Psychiatry	688	Nurse with rank: Senior_Nurse	2
Psychiatry	688	Nurse with rank: Supervisor_Nurse	3
Psychiatry	689	Administrative staff with role: Accountant	1
Psychiatry	689	Administrative staff with role: Software Applications Administrator (Software)	1
Psychiatry	689	Doctor with specialty: Cardiac Surgery	1
Psychiatry	689	Doctor with specialty: Psychiatry	2
Psychiatry	689	Nurse with rank: Assistant_Nurse	1
Psychiatry	689	Nurse with rank: Senior_Nurse	3
Psychiatry	689	Nurse with rank: Supervisor_Nurse	2
Pulmonology	690	Administrative staff with role: Accountant	1
Pulmonology	690	Administrative staff with role: Human Resources Manager	1
Pulmonology	690	Doctor with specialty: Oncology	1
Pulmonology	690	Nurse with rank: Assistant_Nurse	1
Pulmonology	690	Nurse with rank: Senior_Nurse	3
Pulmonology	690	Nurse with rank: Supervisor_Nurse	2
Pulmonology	691	Administrative staff with role: Human Resources Manager	1
Pulmonology	691	Administrative staff with role: Software Applications Administrator (Software)	1
Pulmonology	691	Doctor with specialty: Oncology	1
Pulmonology	691	Doctor with specialty: Pathology	1
Pulmonology	691	Doctor with specialty: Pulmonology	1
Pulmonology	691	Nurse with rank: Assistant_Nurse	3
Pulmonology	691	Nurse with rank: Senior_Nurse	2
Pulmonology	691	Nurse with rank: Supervisor_Nurse	1
Pulmonology	692	Administrative staff with role: Human Resources Manager	1
Pulmonology	692	Administrative staff with role: Secretary	1
Pulmonology	692	Doctor with specialty: Oncology	1
Pulmonology	692	Doctor with specialty: Pulmonology	2
Pulmonology	692	Nurse with rank: Assistant_Nurse	4
Pulmonology	692	Nurse with rank: Senior_Nurse	1
Pulmonology	692	Nurse with rank: Supervisor_Nurse	1
Biopathology	693	Administrative staff with role: Secretary	1
Biopathology	693	Administrative staff with role: Software Applications Administrator (Software)	1
Biopathology	693	Doctor with specialty: Biopathology	2
Biopathology	693	Doctor with specialty: Microbiology	1
Biopathology	693	Nurse with rank: Assistant_Nurse	2
Biopathology	693	Nurse with rank: Senior_Nurse	3
Biopathology	693	Nurse with rank: Supervisor_Nurse	1
Biopathology	694	Administrative staff with role: Human Resources Manager	1
Biopathology	694	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Biopathology	694	Doctor with specialty: Microbiology	2
Biopathology	694	Doctor with specialty: Neurosurgery	1
Biopathology	694	Nurse with rank: Assistant_Nurse	2
Biopathology	694	Nurse with rank: Senior_Nurse	2
Biopathology	694	Nurse with rank: Supervisor_Nurse	2
Biopathology	695	Administrative staff with role: Human Resources Manager	1
Biopathology	695	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Biopathology	695	Doctor with specialty: Microbiology	1
Biopathology	695	Doctor with specialty: Pathology	1
Biopathology	695	Doctor with specialty: Radiology	1
Biopathology	695	Nurse with rank: Assistant_Nurse	3
Biopathology	695	Nurse with rank: Senior_Nurse	1
Biopathology	695	Nurse with rank: Supervisor_Nurse	2
Endocrinology	696	Administrative staff with role: Human Resources Manager	1
Endocrinology	696	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Endocrinology	696	Nurse with rank: Assistant_Nurse	4
Endocrinology	696	Nurse with rank: Supervisor_Nurse	2
Endocrinology	697	Administrative staff with role: Accountant	1
Endocrinology	697	Administrative staff with role: Human Resources Manager	1
Endocrinology	697	Doctor with specialty: Endocrinology	1
Endocrinology	697	Doctor with specialty: Gastroenterology	1
Endocrinology	697	Doctor with specialty: Internal Medicine	1
Endocrinology	697	Nurse with rank: Assistant_Nurse	4
Endocrinology	697	Nurse with rank: Senior_Nurse	1
Endocrinology	697	Nurse with rank: Supervisor_Nurse	1
Endocrinology	698	Administrative staff with role: Accountant	1
Endocrinology	698	Administrative staff with role: Human Resources Manager	1
Endocrinology	698	Doctor with specialty: Endocrinology	1
Endocrinology	698	Doctor with specialty: Gastroenterology	1
Endocrinology	698	Doctor with specialty: Internal Medicine	1
Endocrinology	698	Nurse with rank: Assistant_Nurse	4
Endocrinology	698	Nurse with rank: Senior_Nurse	1
Endocrinology	698	Nurse with rank: Supervisor_Nurse	1
Internal Medicine	699	Administrative staff with role: Human Resources Manager	1
Internal Medicine	699	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Internal Medicine	699	Doctor with specialty: Dermatology	2
Internal Medicine	699	Doctor with specialty: Gastroenterology	1
Internal Medicine	699	Nurse with rank: Supervisor_Nurse	6
Internal Medicine	700	Administrative staff with role: Accountant	1
Internal Medicine	700	Administrative staff with role: Human Resources Manager	1
Internal Medicine	700	Doctor with specialty: Cardiac Surgery	1
Internal Medicine	700	Doctor with specialty: Gastroenterology	1
Internal Medicine	700	Doctor with specialty: Rheumatology	1
Internal Medicine	700	Nurse with rank: Senior_Nurse	3
Internal Medicine	700	Nurse with rank: Supervisor_Nurse	3
Internal Medicine	701	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Internal Medicine	701	Administrative staff with role: Secretary	1
Internal Medicine	701	Doctor with specialty: Gastroenterology	2
Internal Medicine	701	Doctor with specialty: Nephrology	1
Internal Medicine	701	Nurse with rank: Assistant_Nurse	3
Internal Medicine	701	Nurse with rank: Senior_Nurse	1
Internal Medicine	701	Nurse with rank: Supervisor_Nurse	2
Pediatrics	702	Administrative staff with role: Procurement Officer	2
Pediatrics	702	Doctor with specialty: Pediatrics	1
Pediatrics	702	Nurse with rank: Assistant_Nurse	2
Pediatrics	702	Nurse with rank: Senior_Nurse	3
Pediatrics	702	Nurse with rank: Supervisor_Nurse	1
Pediatrics	703	Administrative staff with role: Human Resources Manager	1
Pediatrics	703	Administrative staff with role: Procurement Officer	1
Pediatrics	703	Doctor with specialty: Cardiac Surgery	1
Pediatrics	703	Doctor with specialty: Pediatrics	2
Pediatrics	703	Nurse with rank: Assistant_Nurse	3
Pediatrics	703	Nurse with rank: Senior_Nurse	1
Pediatrics	703	Nurse with rank: Supervisor_Nurse	2
Pediatrics	704	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Pediatrics	704	Administrative staff with role: Procurement Officer	1
Pediatrics	704	Doctor with specialty: Cardiac Surgery	1
Pediatrics	704	Doctor with specialty: Pediatrics	2
Pediatrics	704	Nurse with rank: Assistant_Nurse	3
Pediatrics	704	Nurse with rank: Senior_Nurse	1
Pediatrics	704	Nurse with rank: Supervisor_Nurse	2
Gastroenterology	705	Administrative staff with role: Human Resources Manager	1
Gastroenterology	705	Administrative staff with role: Secretary	1
Gastroenterology	705	Doctor with specialty: Gastroenterology	1
Gastroenterology	705	Doctor with specialty: Internal Medicine	1
Gastroenterology	705	Doctor with specialty: Radiology	1
Gastroenterology	705	Nurse with rank: Assistant_Nurse	3
Gastroenterology	705	Nurse with rank: Senior_Nurse	2
Gastroenterology	705	Nurse with rank: Supervisor_Nurse	1
Gastroenterology	706	Administrative staff with role: Secretary	2
Gastroenterology	706	Doctor with specialty: Gastroenterology	1
Gastroenterology	706	Doctor with specialty: General Surgery	1
Gastroenterology	706	Doctor with specialty: Internal Medicine	1
Gastroenterology	706	Nurse with rank: Assistant_Nurse	2
Gastroenterology	706	Nurse with rank: Senior_Nurse	2
Gastroenterology	706	Nurse with rank: Supervisor_Nurse	2
Gastroenterology	707	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Gastroenterology	707	Administrative staff with role: Secretary	1
Gastroenterology	707	Doctor with specialty: General Surgery	2
